year,mouth,day,heat_number,compound_layer,diffusion_depth,preid,identification
2025,1,12,464,0.012,0.13,24,10005
2025,1,12,466,0.016,0.13,24,10108
2025,1,12,466,0.016,0.13,24,11085
2025,1,12,466,0.016,0.13,24,9070
2025,1,12,466,0.016,0.13,24,10093
2025,1,12,466,0.016,0.13,24,9015
2025,1,12,466,0.016,0.13,24,9034
2025,1,12,466,0.016,0.13,24,10033
2025,1,12,466,0.016,0.13,24,10169
2025,1,13,468,0.012,0.13,24,9060
2025,1,13,468,0.012,0.13,24,10208
2025,1,13,468,0.012,0.13,24,9062
2025,1,13,468,0.012,0.13,24,9084
2025,1,13,468,0.012,0.13,24,10111
2025,1,13,468,0.012,0.13,24,9071
2025,1,13,468,0.012,0.13,24,9127
2025,1,13,468,0.012,0.13,24,10107
2025,1,14,470,0.012,0.13,24,11055
2025,1,14,470,0.012,0.13,24,10188
2025,1,14,470,0.012,0.13,24,9085
2025,1,14,470,0.012,0.13,24,10034
2025,1,14,470,0.012,0.13,24,11068
2025,1,14,470,0.012,0.13,24,11032
2025,1,14,470,0.012,0.13,24,11089
2025,1,14,470,0.012,0.13,24,9022
2025,1,14,471,0.014,0.13,24,8114
2025,1,14,471,0.014,0.13,24,11096
2025,1,14,471,0.014,0.13,24,10176
2025,1,14,471,0.014,0.13,24,10204
2025,1,14,471,0.014,0.13,24,8087
2025,1,14,471,0.014,0.13,24,9050
2025,1,14,471,0.014,0.13,24,8108
2025,1,14,471,0.014,0.13,24,8098
2025,1,15,472,0.012,0.13,24,10218
2025,1,15,472,0.012,0.13,24,10175
2025,1,15,472,0.012,0.13,24,12009
2025,1,15,472,0.012,0.13,24,12039
2025,1,15,472,0.012,0.13,24,11078
2025,1,15,472,0.012,0.13,24,10094
2025,1,15,472,0.012,0.13,24,9108
2025,1,15,472,0.012,0.13,24,9078
2025,1,15,473,0.014,0.13,24,10060
2025,1,15,473,0.014,0.13,24,9075
2025,1,15,473,0.014,0.13,24,11092
2025,1,15,473,0.014,0.13,24,9140
2025,1,15,473,0.014,0.13,24,9666
2025,1,15,473,0.014,0.13,24,11052
2025,1,15,473,0.014,0.13,24,9118
2025,1,15,473,0.014,0.13,24,11001
2025,1,16,474,0.012,0.13,24,9230
2025,1,16,474,0.012,0.13,24,11066
2025,1,16,474,0.012,0.13,24,10046
2025,1,16,474,0.012,0.13,24,9091
2025,1,16,474,0.012,0.13,24,9107
2025,1,16,474,0.012,0.13,24,11033
2025,1,16,474,0.012,0.13,24,9051
2025,1,16,474,0.012,0.13,24,11047
2025,1,16,475,0.014,0.13,24,12030
2025,1,16,475,0.014,0.13,24,7180
2025,1,16,475,0.014,0.13,24,9142
2025,1,16,475,0.014,0.13,24,11070
2025,1,16,475,0.014,0.13,24,10191
2025,1,16,475,0.014,0.13,24,10101
2025,1,16,475,0.014,0.13,24,12021
2025,1,16,475,0.014,0.13,24,11100
2025,1,17,476,0.012,0.13,24,10057
2025,1,17,476,0.012,0.13,24,11045
2025,1,17,476,0.012,0.13,24,11088
2025,1,17,476,0.012,0.13,24,10038
2025,1,17,476,0.012,0.13,24,7165
2025,1,17,476,0.012,0.13,24,12037
2025,1,17,476,0.012,0.13,24,10123
2025,1,17,476,0.012,0.13,24,9122
2025,1,17,477,0.012,0.13,24,11115
2025,1,17,477,0.012,0.13,24,9103
2025,1,17,477,0.012,0.13,24,11110
2025,1,17,477,0.012,0.13,24,11116
2025,1,17,477,0.012,0.13,24,11126
2025,1,17,477,0.012,0.13,24,11120
2025,1,17,477,0.012,0.13,24,8089
2025,1,17,477,0.012,0.13,24,11118
2025,1,19,478,0.012,0.12,24,12011
2025,1,19,478,0.012,0.12,24,11106
2025,1,19,478,0.012,0.12,24,11119
2025,1,19,478,0.012,0.12,24,11135
2025,1,19,478,0.012,0.12,24,11124
2025,1,19,478,0.012,0.12,24,12029
2025,1,19,478,0.012,0.12,24,10125
2025,1,19,478,0.012,0.12,24,11122
2025,1,19,481,0.012,0.13,24,11117
2025,1,19,481,0.012,0.13,24,12006
2025,1,19,481,0.012,0.13,24,12031
2025,1,19,481,0.012,0.13,24,12007
2025,1,19,481,0.012,0.13,24,12001
2025,1,19,481,0.012,0.13,24,11109
2025,1,19,481,0.012,0.13,24,11115
2025,1,19,481,0.012,0.13,24,11137
2025,1,21,482,0.012,0.12,24,11128
2025,1,21,482,0.012,0.12,24,12003
2025,1,21,482,0.012,0.12,24,9121
2025,1,21,482,0.012,0.12,24,9134
2025,1,21,482,0.012,0.12,24,11136
2025,1,21,482,0.012,0.12,24,11139
2025,1,21,482,0.012,0.12,24,11129
2025,1,21,482,0.012,0.12,24,11133
2025,1,21,484,0.012,0.12,24,9065
2025,1,21,484,0.012,0.12,24,11041
2025,1,21,484,0.012,0.12,24,7049
2025,1,21,484,0.012,0.12,24,7169
2025,1,21,484,0.012,0.12,24,9152
2025,1,21,484,0.012,0.12,24,9231
2025,1,21,484,0.012,0.12,24,7057
2025,1,21,484,0.012,0.12,24,11039
2025,1,21,485,0.012,0.12,24,11037
2025,1,21,485,0.012,0.12,24,11051
2025,1,21,485,0.012,0.12,24,9042
2025,1,21,485,0.012,0.12,24,11067
2025,1,21,485,0.012,0.12,24,11054
2025,1,21,485,0.012,0.12,24,11057
2025,1,21,485,0.012,0.12,24,11015
2025,1,21,485,0.012,0.12,24,11035
